6-monthly,Cause of injury,State or territory,Calendar year,Breakdown value,Hospitalisations,Bed days,Breakdown type,Data level
Jan-Jun,Traffic,QLD,2012,Other or unknown,75,414,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,"Car driver, passenger or unknown position",741,4123,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,Motorcyclist,432,2654,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,Pedal cyclist,310,811,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,Pedestrian,125,745,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,"Heavy transport driver, passenger or unknown position",26,166,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,Pick-up truck or van occupant,14,123,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,Bus occupant,10,39,Road user,State/Territory
Jan-Jun,Traffic,WA,2012,Other or unknown,34,159,Road user,State/Territory
Jan-Jun,Traffic,SA,2012,"Car driver, passenger or unknown position",541,3222,Road user,State/Territory
Jan-Jun,Traffic,SA,2012,Motorcyclist,213,1194,Road user,State/Territory
Jan-Jun,Traffic,SA,2012,Pedal cyclist,199,565,Road user,State/Territory
Jan-Jun,Traffic,SA,2012,Pedestrian,97,886,Road user,State/Territory
Jan-Jun,Traffic,SA,2012,"Heavy transport driver, passenger or unknown position",15,52,Road user,State/Territory
Jan-Jun,Traffic,SA,2012,Other or unknown,22,94,Road user,State/Territory
Jan-Jun,Traffic,TAS,2012,"Car driver, passenger or unknown position",128,869,Road user,State/Territory
Jan-Jun,Traffic,TAS,2012,Motorcyclist,64,426,Road user,State/Territory
Jan-Jun,Traffic,TAS,2012,Pedal cyclist,42,96,Road user,State/Territory
Jan-Jun,Traffic,TAS,2012,Pedestrian,32,281,Road user,State/Territory
Jan-Jun,Traffic,ACT,2012,"Car driver, passenger or unknown position",131,602,Road user,State/Territory
Jan-Jun,Traffic,ACT,2012,Motorcyclist,84,280,Road user,State/Territory
Jan-Jun,Traffic,ACT,2012,Pedal cyclist,82,298,Road user,State/Territory
Jan-Jun,Traffic,ACT,2012,Pedestrian,13,96,Road user,State/Territory
Jan-Jun,Traffic,NT,2012,"Car driver, passenger or unknown position",106,620,Road user,State/Territory
Jan-Jun,Traffic,NT,2012,Motorcyclist,52,308,Road user,State/Territory
Jan-Jun,Traffic,NT,2012,Pedal cyclist,19,39,Road user,State/Territory
Jan-Jun,Traffic,NT,2012,Pedestrian,29,290,Road user,State/Territory
Jan-Jun,Traffic,NT,2012,Other or unknown,5,26,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,"Car driver, passenger or unknown position",2721,11441,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,Motorcyclist,1382,6714,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,Pedal cyclist,841,2363,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,Pedestrian,497,4510,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,"Heavy transport driver, passenger or unknown position",76,420,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,Pick-up truck or van occupant,47,225,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,Bus occupant,50,267,Road user,State/Territory
Jul-Dec,Traffic,NSW,2012,Other or unknown,77,333,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,"Car driver, passenger or unknown position",1694,7095,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,Motorcyclist,621,2779,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,Pedal cyclist,665,1881,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,Pedestrian,307,1776,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,"Heavy transport driver, passenger or unknown position",48,168,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,Pick-up truck or van occupant,35,269,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,Bus occupant,13,47,Road user,State/Territory
Jul-Dec,Traffic,VIC,2012,Other or unknown,46,223,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,"Car driver, passenger or unknown position",1713,7435,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,Motorcyclist,960,4660,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,Pedal cyclist,562,1790,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,Pedestrian,217,1347,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,"Heavy transport driver, passenger or unknown position",83,367,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,Pick-up truck or van occupant,30,108,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,Bus occupant,19,65,Road user,State/Territory
Jul-Dec,Traffic,QLD,2012,Other or unknown,63,326,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,"Car driver, passenger or unknown position",827,4261,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,Motorcyclist,477,2734,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,Pedal cyclist,277,758,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,Pedestrian,117,904,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,"Heavy transport driver, passenger or unknown position",24,168,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,Pick-up truck or van occupant,11,27,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,Bus occupant,14,61,Road user,State/Territory
Jul-Dec,Traffic,WA,2012,Other or unknown,54,166,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,"Car driver, passenger or unknown position",592,3357,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,Motorcyclist,238,1285,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,Pedal cyclist,202,906,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,Pedestrian,99,629,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,"Heavy transport driver, passenger or unknown position",16,38,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,Pick-up truck or van occupant,10,10,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,Bus occupant,8,27,Road user,State/Territory
Jul-Dec,Traffic,SA,2012,Other or unknown,39,84,Road user,State/Territory
Jul-Dec,Traffic,TAS,2012,"Car driver, passenger or unknown position",117,651,Road user,State/Territory
Jul-Dec,Traffic,TAS,2012,Motorcyclist,60,192,Road user,State/Territory
Jul-Dec,Traffic,TAS,2012,Pedal cyclist,49,104,Road user,State/Territory
Jul-Dec,Traffic,TAS,2012,Pedestrian,19,153,Road user,State/Territory
Jul-Dec,Traffic,TAS,2012,Other or unknown,7,10,Road user,State/Territory
Jul-Dec,Traffic,ACT,2012,"Car driver, passenger or unknown position",106,389,Road user,State/Territory
Jul-Dec,Traffic,ACT,2012,Motorcyclist,60,243,Road user,State/Territory
Jul-Dec,Traffic,ACT,2012,Pedal cyclist,91,229,Road user,State/Territory
Jul-Dec,Traffic,ACT,2012,Pedestrian,14,66,Road user,State/Territory
Jul-Dec,Traffic,ACT,2012,Other or unknown,11,22,Road user,State/Territory
Jul-Dec,Traffic,NT,2012,"Car driver, passenger or unknown position",141,738,Road user,State/Territory
Jul-Dec,Traffic,NT,2012,Motorcyclist,66,352,Road user,State/Territory
Jul-Dec,Traffic,NT,2012,Pedal cyclist,26,145,Road user,State/Territory
Jul-Dec,Traffic,NT,2012,Pedestrian,22,289,Road user,State/Territory
Jul-Dec,Traffic,NT,2012,"Heavy transport driver, passenger or unknown position",7,18,Road user,State/Territory
Jul-Dec,Traffic,NT,2012,Other or unknown,8,63,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,"Car driver, passenger or unknown position",2702,10523,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,Motorcyclist,1206,5610,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,Pedal cyclist,893,2654,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,Pedestrian,466,3158,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,"Heavy transport driver, passenger or unknown position",47,221,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,Pick-up truck or van occupant,41,171,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,Bus occupant,45,271,Road user,State/Territory
Jan-Jun,Traffic,NSW,2013,Other or unknown,68,277,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,"Car driver, passenger or unknown position",1788,7149,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,Motorcyclist,765,2998,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,Pedal cyclist,825,2071,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,Pedestrian,348,2269,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,"Heavy transport driver, passenger or unknown position",57,332,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,Pick-up truck or van occupant,27,163,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,Bus occupant,25,113,Road user,State/Territory
Jan-Jun,Traffic,VIC,2013,Other or unknown,63,221,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,"Car driver, passenger or unknown position",1762,6030,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,Motorcyclist,955,4458,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,Pedal cyclist,618,1681,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,Pedestrian,208,1129,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,"Heavy transport driver, passenger or unknown position",67,296,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,Pick-up truck or van occupant,24,169,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,Bus occupant,21,78,Road user,State/Territory
Jan-Jun,Traffic,QLD,2013,Other or unknown,64,250,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,"Car driver, passenger or unknown position",732,2986,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,Motorcyclist,492,2934,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,Pedal cyclist,387,1318,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,Pedestrian,118,791,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,"Heavy transport driver, passenger or unknown position",19,221,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,Pick-up truck or van occupant,11,61,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,Bus occupant,10,30,Road user,State/Territory
Jan-Jun,Traffic,WA,2013,Other or unknown,33,136,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,"Car driver, passenger or unknown position",524,2922,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,Motorcyclist,209,1226,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,Pedal cyclist,199,621,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,Pedestrian,87,731,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,"Heavy transport driver, passenger or unknown position",14,135,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,Pick-up truck or van occupant,8,33,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,Bus occupant,11,27,Road user,State/Territory
Jan-Jun,Traffic,SA,2013,Other or unknown,11,16,Road user,State/Territory
Jan-Jun,Traffic,TAS,2013,"Car driver, passenger or unknown position",135,726,Road user,State/Territory
Jan-Jun,Traffic,TAS,2013,Motorcyclist,69,344,Road user,State/Territory
Jan-Jun,Traffic,TAS,2013,Pedal cyclist,48,135,Road user,State/Territory
Jan-Jun,Traffic,TAS,2013,Pedestrian,23,144,Road user,State/Territory
Jan-Jun,Traffic,ACT,2013,"Car driver, passenger or unknown position",110,574,Road user,State/Territory
Jan-Jun,Traffic,ACT,2013,Motorcyclist,72,349,Road user,State/Territory
Jan-Jun,Traffic,ACT,2013,Pedal cyclist,100,301,Road user,State/Territory
Jan-Jun,Traffic,ACT,2013,Pedestrian,14,179,Road user,State/Territory
Jan-Jun,Traffic,ACT,2013,Other or unknown,5,42,Road user,State/Territory
Jan-Jun,Traffic,NT,2013,"Car driver, passenger or unknown position",120,757,Road user,State/Territory
Jan-Jun,Traffic,NT,2013,Motorcyclist,68,519,Road user,State/Territory
Jan-Jun,Traffic,NT,2013,Pedal cyclist,36,128,Road user,State/Territory
Jan-Jun,Traffic,NT,2013,Pedestrian,20,199,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,"Car driver, passenger or unknown position",2883,10390,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,Motorcyclist,1364,6520,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,Pedal cyclist,942,2307,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,Pedestrian,527,3661,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,"Heavy transport driver, passenger or unknown position",80,342,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,Pick-up truck or van occupant,26,128,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,Bus occupant,37,170,Road user,State/Territory
Jul-Dec,Traffic,NSW,2013,Other or unknown,94,636,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,"Car driver, passenger or unknown position",1901,6403,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,Motorcyclist,756,3000,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,Pedal cyclist,758,1873,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,Pedestrian,325,1802,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,"Heavy transport driver, passenger or unknown position",46,226,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,Pick-up truck or van occupant,25,125,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,Bus occupant,20,62,Road user,State/Territory
Jul-Dec,Traffic,VIC,2013,Other or unknown,55,259,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,"Car driver, passenger or unknown position",1896,6464,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,Motorcyclist,1092,4467,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,Pedal cyclist,703,1836,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,Pedestrian,192,1317,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,"Heavy transport driver, passenger or unknown position",98,423,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,Pick-up truck or van occupant,29,97,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,Bus occupant,16,65,Road user,State/Territory
Jul-Dec,Traffic,QLD,2013,Other or unknown,76,259,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,"Car driver, passenger or unknown position",720,4096,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,Motorcyclist,466,2364,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,Pedal cyclist,288,885,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,Pedestrian,127,905,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,"Heavy transport driver, passenger or unknown position",21,121,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,Pick-up truck or van occupant,8,180,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,Bus occupant,20,83,Road user,State/Territory
Jul-Dec,Traffic,WA,2013,Other or unknown,23,115,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,"Car driver, passenger or unknown position",582,2591,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,Motorcyclist,246,1492,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,Pedal cyclist,201,791,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,Pedestrian,85,766,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,"Heavy transport driver, passenger or unknown position",11,67,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,Pick-up truck or van occupant,12,61,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,Bus occupant,5,31,Road user,State/Territory
Jul-Dec,Traffic,SA,2013,Other or unknown,16,61,Road user,State/Territory
Jul-Dec,Traffic,TAS,2013,"Car driver, passenger or unknown position",130,622,Road user,State/Territory
Jul-Dec,Traffic,TAS,2013,Motorcyclist,80,284,Road user,State/Territory
Jul-Dec,Traffic,TAS,2013,Pedal cyclist,46,163,Road user,State/Territory
Jul-Dec,Traffic,TAS,2013,Pedestrian,20,339,Road user,State/Territory
Jul-Dec,Traffic,TAS,2013,Other or unknown,9,81,Road user,State/Territory
Jul-Dec,Traffic,ACT,2013,"Car driver, passenger or unknown position",102,371,Road user,State/Territory
Jul-Dec,Traffic,ACT,2013,Motorcyclist,65,262,Road user,State/Territory
Jul-Dec,Traffic,ACT,2013,Pedal cyclist,74,174,Road user,State/Territory
Jul-Dec,Traffic,ACT,2013,Pedestrian,19,178,Road user,State/Territory
Jul-Dec,Traffic,NT,2013,"Car driver, passenger or unknown position",176,1063,Road user,State/Territory
Jul-Dec,Traffic,NT,2013,Motorcyclist,53,433,Road user,State/Territory
Jul-Dec,Traffic,NT,2013,Pedal cyclist,34,123,Road user,State/Territory
Jul-Dec,Traffic,NT,2013,Pedestrian,22,233,Road user,State/Territory
Jul-Dec,Traffic,NT,2013,Pick-up truck or van occupant,6,59,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,"Car driver, passenger or unknown position",2623,10317,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,Motorcyclist,1296,5389,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,Pedal cyclist,1005,2679,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,Pedestrian,475,3671,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,"Heavy transport driver, passenger or unknown position",77,439,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,Pick-up truck or van occupant,39,118,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,Bus occupant,48,373,Road user,State/Territory
Jan-Jun,Traffic,NSW,2014,Other or unknown,59,313,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,"Car driver, passenger or unknown position",1993,6785,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,Motorcyclist,858,3288,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,Pedal cyclist,899,2116,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,Pedestrian,312,2091,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,"Heavy transport driver, passenger or unknown position",58,337,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,Pick-up truck or van occupant,30,228,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,Bus occupant,26,185,Road user,State/Territory
Jan-Jun,Traffic,VIC,2014,Other or unknown,61,248,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,"Car driver, passenger or unknown position",1680,6123,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,Motorcyclist,1030,4080,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,Pedal cyclist,671,1908,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,Pedestrian,173,1043,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,"Heavy transport driver, passenger or unknown position",61,368,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,Pick-up truck or van occupant,25,116,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,Bus occupant,26,141,Road user,State/Territory
Jan-Jun,Traffic,QLD,2014,Other or unknown,77,238,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,"Car driver, passenger or unknown position",645,3151,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,Motorcyclist,437,2534,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,Pedal cyclist,363,1176,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,Pedestrian,107,922,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,"Heavy transport driver, passenger or unknown position",9,46,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,Pick-up truck or van occupant,7,30,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,Bus occupant,18,62,Road user,State/Territory
Jan-Jun,Traffic,WA,2014,Other or unknown,23,124,Road user,State/Territory
Jan-Jun,Traffic,SA,2014,"Car driver, passenger or unknown position",520,2400,Road user,State/Territory
Jan-Jun,Traffic,SA,2014,Motorcyclist,289,1279,Road user,State/Territory
Jan-Jun,Traffic,SA,2014,Pedal cyclist,277,807,Road user,State/Territory
Jan-Jun,Traffic,SA,2014,Pedestrian,83,649,Road user,State/Territory
Jan-Jun,Traffic,SA,2014,"Heavy transport driver, passenger or unknown position",21,71,Road user,State/Territory
Jan-Jun,Traffic,SA,2014,Pick-up truck or van occupant,18,56,Road user,State/Territory
Jan-Jun,Traffic,TAS,2014,"Car driver, passenger or unknown position",133,681,Road user,State/Territory
Jan-Jun,Traffic,TAS,2014,Motorcyclist,98,341,Road user,State/Territory
Jan-Jun,Traffic,TAS,2014,Pedal cyclist,58,261,Road user,State/Territory
Jan-Jun,Traffic,TAS,2014,Pedestrian,29,212,Road user,State/Territory
Jan-Jun,Traffic,TAS,2014,Other or unknown,9,20,Road user,State/Territory
Jan-Jun,Traffic,ACT,2014,"Car driver, passenger or unknown position",132,567,Road user,State/Territory
Jan-Jun,Traffic,ACT,2014,Motorcyclist,50,184,Road user,State/Territory
Jan-Jun,Traffic,ACT,2014,Pedal cyclist,83,240,Road user,State/Territory
Jan-Jun,Traffic,ACT,2014,Pedestrian,8,17,Road user,State/Territory
Jan-Jun,Traffic,NT,2014,"Car driver, passenger or unknown position",140,710,Road user,State/Territory
Jan-Jun,Traffic,NT,2014,Motorcyclist,79,407,Road user,State/Territory
Jan-Jun,Traffic,NT,2014,Pedal cyclist,27,73,Road user,State/Territory
Jan-Jun,Traffic,NT,2014,Pedestrian,33,276,Road user,State/Territory
Jan-Jun,Traffic,NT,2014,Bus occupant,7,43,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,"Car driver, passenger or unknown position",2696,10191,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,Motorcyclist,1340,5690,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,Pedal cyclist,897,2320,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,Pedestrian,525,3614,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,"Heavy transport driver, passenger or unknown position",68,225,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,Pick-up truck or van occupant,34,205,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,Bus occupant,59,255,Road user,State/Territory
Jul-Dec,Traffic,NSW,2014,Other or unknown,72,241,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,"Car driver, passenger or unknown position",2077,6391,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,Motorcyclist,796,2969,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,Pedal cyclist,920,2120,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,Pedestrian,331,1650,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,"Heavy transport driver, passenger or unknown position",49,272,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,Pick-up truck or van occupant,28,94,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,Bus occupant,31,99,Road user,State/Territory
Jul-Dec,Traffic,VIC,2014,Other or unknown,54,152,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,"Car driver, passenger or unknown position",1900,6752,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,Motorcyclist,1040,4437,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,Pedal cyclist,662,1589,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,Pedestrian,199,1334,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,"Heavy transport driver, passenger or unknown position",85,514,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,Pick-up truck or van occupant,16,52,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,Bus occupant,23,151,Road user,State/Territory
Jul-Dec,Traffic,QLD,2014,Other or unknown,57,170,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,"Car driver, passenger or unknown position",637,3881,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,Motorcyclist,428,2792,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,Pedal cyclist,294,850,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,Pedestrian,91,660,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,"Heavy transport driver, passenger or unknown position",26,163,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,Pick-up truck or van occupant,12,41,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,Bus occupant,11,34,Road user,State/Territory
Jul-Dec,Traffic,WA,2014,Other or unknown,46,123,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,"Car driver, passenger or unknown position",546,2817,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,Motorcyclist,268,1091,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,Pedal cyclist,217,701,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,Pedestrian,79,1072,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,"Heavy transport driver, passenger or unknown position",14,41,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,Pick-up truck or van occupant,8,15,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,Bus occupant,8,28,Road user,State/Territory
Jul-Dec,Traffic,SA,2014,Other or unknown,16,51,Road user,State/Territory
Jul-Dec,Traffic,TAS,2014,"Car driver, passenger or unknown position",128,700,Road user,State/Territory
Jul-Dec,Traffic,TAS,2014,Motorcyclist,106,446,Road user,State/Territory
Jul-Dec,Traffic,TAS,2014,Pedal cyclist,53,96,Road user,State/Territory
Jul-Dec,Traffic,TAS,2014,Pedestrian,16,72,Road user,State/Territory
Jul-Dec,Traffic,ACT,2014,"Car driver, passenger or unknown position",100,376,Road user,State/Territory
Jul-Dec,Traffic,ACT,2014,Motorcyclist,52,339,Road user,State/Territory
Jul-Dec,Traffic,ACT,2014,Pedal cyclist,96,190,Road user,State/Territory
Jul-Dec,Traffic,ACT,2014,Pedestrian,12,94,Road user,State/Territory
Jul-Dec,Traffic,NT,2014,"Car driver, passenger or unknown position",136,621,Road user,State/Territory
Jul-Dec,Traffic,NT,2014,Motorcyclist,71,491,Road user,State/Territory
Jul-Dec,Traffic,NT,2014,Pedal cyclist,38,97,Road user,State/Territory
Jul-Dec,Traffic,NT,2014,Pedestrian,26,142,Road user,State/Territory
Jul-Dec,Traffic,NT,2014,"Heavy transport driver, passenger or unknown position",5,51,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,"Car driver, passenger or unknown position",2763,10394,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,Motorcyclist,1233,5055,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,Pedal cyclist,939,2199,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,Pedestrian,468,2796,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,"Heavy transport driver, passenger or unknown position",72,421,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,Pick-up truck or van occupant,35,98,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,Bus occupant,45,394,Road user,State/Territory
Jan-Jun,Traffic,NSW,2015,Other or unknown,66,234,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,"Car driver, passenger or unknown position",2190,7238,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,Motorcyclist,859,3176,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,Pedal cyclist,996,2320,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,Pedestrian,326,1463,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,"Heavy transport driver, passenger or unknown position",55,242,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,Pick-up truck or van occupant,34,159,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,Bus occupant,20,120,Road user,State/Territory
Jan-Jun,Traffic,VIC,2015,Other or unknown,52,197,Road user,State/Territory
Jan-Jun,Traffic,QLD,2015,"Car driver, passenger or unknown position",1967,6204,Road user,State/Territory
